ID,Paper Title,Publication Year,Author Keywords,Article Citation Count,Authors with Affiliations
75,Online App Review Analysis for Identifying Emerging Issues,2018,app reviews;online analysis;emerging issues,39,"C. Gao (Chinese University of Hong Kong, New Territories, HK); J. Zeng (Chinese University of Hong Kong, New Territories, HK); M. R. Lyu (Chinese University of Hong Kong, New Territories, HK); I. King (Chinese University of Hong Kong, New Territories, HK)"
76,EARMO: An Energy-Aware Refactoring Approach for Mobile Apps,2018,Refactoring;Anti-patterns;Mobile apps;Energy consumption,2,"R. Morales (Concordia University Montreal); R. Saborido (University of Malaga); F. Khomh (Polytechnique Montreal, Canada); F. Chicano (University of Malaga); G. Antoniol (Polytechnique Montreal, Canada)"
77,Neuro-Symbolic Program Corrector for Introductory Programming Assignments,2018,Neural Program Correction;Automated Feedback Generation;Neural guided search,13,"S. Bhatia (Netaji Subhas Institute of Technology, New Delhi, Delhi, IN); P. Kohli (Google Deepmind, London, UK); R. Singh (Microsoft Research, Redmond, WA, USA)"
78,Automated Localization for Unreproducible Builds,2018,Unreproducible Build;Localization;Software Maintenance,12,"Z. Ren (Dalian University of Technology, Dalian, Liaoning, CN); H. Jiang (Dalian University of Technology, Dalian, Liaoning, CN); J. Xuan (Wuhan University, Wuhan, Hubei, CN); Z. Yang (Western Michigan University, Kalamazoo, MI, USA)"
79,Enlightened Debugging,2018,debugging;fault localization;dynamic analysis,14,"X. Li (Georgia Institute of Technology, Atlanta, GA, USA); S. Zhu (Georgia Institute of Technology, Atlanta, GA, USA); M. dÃ¢â‚¬â„¢Amorim (Universidade Federal de Pernambuco, Recife, PE, BR); A. Orso (Georgia Institute of Technology, Atlanta, GA, USA)"
80,[Journal First] Experiences and Challenges in Building a Data Intensive System for Data Migration,2018,Data intensive applications;Experiment driven action research;Big data;Data migration,11,"M. Scavuzzo (Politecnico di Milano, Milano, Lombardia, IT); E. Di Nitto (Politecnico di Milano, Milano, Lombardia, IT); D. Ardagna (Politecnico di Milano, Milano, Lombardia, IT)"
81,Sentiment Analysis for Software Engineering: How Far Can We Go?,2018,sentiment analysis;software engineering;NLP,55,"B. Lin (Universita della Svizzera Italiana, Lugano, TI, CH); F. Zampetti (Universita degli Studi del Sannio, Benevento, Campania, IT); G. Bavota (Universita della Svizzera Italiana, Lugano, TI, CH); M. Di Penta (Universita degli Studi del Sannio, Benevento, Campania, IT); M. Lanza (Universita della Svizzera Italiana, Lugano, TI, CH); R. Oliveto (Universita degli Studi del Molise, Campobasso, Molise, IT)"
82,Identifying Features in Forks,2018,Fork-based development;Github;Community detection;Information retrieval;overview of forks;transparency,22,S. Zhou (Carnegie Mellon University); S. Stanciulescu (IT University of Copenhagen); O. Lebenich (University of Passau); Y. Xiong (Peking University); A. Wasowski (IT University of Copenhagen); C. Kastner (Carnegie Mellon University)
83,Roles and Impacts of Hands-on Software Architects in Five Industrial Case Studies,2018,Architect;coding;tactics;architecture savvy,2,I. Rehman (Rochester Institute of Technology); M. Mirakhorli (Rochester Institute of Technology); M. Nagappan (University of Waterloo); A. Aralbay Uulu (Rochester Institute of Technology); M. Thornton (Rochester Institute of Technology)
84,[Journal First] Sentiment Polarity Detection for Software Development,2018,Sentiment Analysis;Communication Channels;Stack Overflow;Word Embedding;Social Software Engineering,4,"F. Calefato (Consiglio Nazionale delle Ricerche Area di Ricerca di Napoli 1, Napoli, Campania, IT); F. Lanubile (Consiglio Nazionale delle Ricerche Area di Ricerca di Napoli 1, Napoli, Campania, IT); F. Maiorano (Consiglio Nazionale delle Ricerche Area di Ricerca di Napoli 1, Napoli, Campania, IT); N. Novielli (Consiglio Nazionale delle Ricerche Area di Ricerca di Napoli 1, Napoli, Campania, IT)"
85,Semantic Program Repair Using a Reference Implementation,2018,Debugging;Program repair;Verification,24,S. Mechtaev (National University of Singapore); M. -D. Nguyen (National University of Singapore); Y. Noller (Humboldt University of Berlin); L. Grunske (Humboldt University of Berlin); A. Roychoudhury (National University of Singapore)
86,Automated Repair of Mobile Friendly Problems in Web Pages,2018,Mobile Friendly Problems;automated repair;web apps,12,"S. Mahajan (University of Southern California, Los Angeles, CA, USA); N. Abolhassani (University of Southern California, Los Angeles, CA, USA); P. McMinn (The University of Sheffield, Sheffield, Sheffield, GB); W. G. J. Halfond (University of Southern California, Los Angeles, CA, USA)"
87,Static Automated Program Repair for Heap Properties,2018,Automated Program Repair;Separation Logic,19,R. van Tonder (Carnegie Mellon University); C. Le Goues (Carnegie Mellon University)
88,[Journal First] Overfitting in Semantics-Based Automated Program Repair,2018,Automated Program Repair;Program Synthesis;Symbolic Execution;Patch Overfitting,9,X. D. Le (Singapore Management University); F. Thung (Singapore Management University); D. Lo (Singapore Management University); C. Le Goues (Carnegie Mellon University)
89,[Journal First] Studying the Dialogue Between Users and Developers of Free Apps in the Google Play Store,2018,Google Play Store;User-developer dialogue;Developer response;Mixed-effect model;Android mobile apps,79,"S. Hassan (Queen's University Faculty of Health Sciences, Kingston, ON, CA); C. Tantithamthavorn (The University of Adelaide, Adelaide, SA, AU); C. -P. Bezemer (Queen's University Faculty of Health Sciences, Kingston, ON, CA); A. E. Hassan (Queen's University Faculty of Health Sciences, Kingston, ON, CA)"
90,Automated Reporting of GUI Design Violations for Mobile Apps,2018,GUI;design;Mobile Apps;Android;Computer Vision,26,"K. Moran (College of William and Mary, Williamsburg, VA, USA); B. Li (College of William and Mary, Williamsburg, VA, USA); C. Bernal-Cardenas (College of William and Mary, Williamsburg, VA, USA); D. Jelf (College of William and Mary, Williamsburg, VA, USA); D. Poshyvanyk (College of William and Mary, Williamsburg, VA, USA)"
91,Leveraging Program Analysis to Reduce User-Perceived Latency in Mobile Applications,2018,program analysis;prefetch;network latency;mobile applications,10,"Y. Zhao (University of Southern California, Los Angeles, CA, USA); M. Schmitt Laser (Pontificia Universidade Catolica do Rio Grande do Sul, Porto Alegre, RS, BR); Y. Lyu (University of Southern California, Los Angeles, CA, USA); N. Medvidovic (University of Southern California, Los Angeles, CA, USA)"
92,Repairing Crashes in Android Apps,2018,Automated repair;Android apps;Crash;SBSE,36,"S. H. Tan (Southern Univ. of Sci. & Technol., Shenzhen, China); Z. Dong (National University of Singapore, Singapore, SG); X. Gao (National University of Singapore, Singapore, SG); A. Roychoudhury (National University of Singapore, Singapore, SG)"
93,Hybrid Regression Test Selection,2018,Test selection;Regression testing;Dynamic analysis;Empirical study,42,"L. Zhang (University of Texas at Dallas, Richardson, TX, USA)"
94,Fine-Grained Test Minimization,2018,test minization;test reduction;test redundancy;test model,4,"A. Vahabzadeh (The University of British Columbia Faculty of Medicine, Vancouver, BC, CA); A. Stocco (The University of British Columbia Faculty of Medicine, Vancouver, BC, CA); A. Mesbah (The University of British Columbia Faculty of Medicine, Vancouver, BC, CA)"
95,FAST Approaches to Scalable Similarity-Based Test Case Prioritization,2018,locality sensitive hashing;minhashing;scalability;similarity;software testing;test case prioritization,24,"B. Miranda (Federal University of Pernambuco Recife, Brazil); E. Cruciani (Gran Sasso Science Institute, L'Aquila, Italy); R. Verdecchia (Gran Sasso Science Institute, L'Aquila, Italy); A. Bertolino (ISTI - CNR, Pisa, Italy)"
96,Towards Refactoring-Aware Regression Test Selection,2018,Regression test selection;Behavior-preserving changes;Reks,12,"K. Wang (Iona College, The University of Texas at AUSAtin); C. Zhu (Iona College, The University of Texas at AUSAtin); A. Celik (Iona College, The University of Texas at AUSAtin); J. Kim (Iona College, The University of Texas at AUSAtin); D. Batory (Iona College, The University of Texas at AUSAtin); M. Gligoric (Iona College, The University of Texas at AUSAtin)"
97,Inheritance Usage Patterns in Open-Source Systems,2018,Object-oriented;inheritance;open source;empirical;design guidance,3,"J. Stevenson (University of Strathclyde, Glasgow, Glasgow, GB); M. Wood (University of Strathclyde, Glasgow, Glasgow, GB)"
98,Almost There: A Study on Quasi-Contributors in Open-Source Software Projects,2018,pull-requests;quasi contributors;newcomers;open source software,31,"I. Steinmacher (Federal University of Technology, Parana, Campo Mourao, PR and Northern Arizona University); G. Pinto (Federal University of Para, Belem, PA); I. S. Wiese (Federal University of Technology, Parana, Campo Mourao, PR); M. A. Gerosa (Northern Arizona University)"
99,[Journal First] Analyzing a Decade of Linux System Calls,2018,Linux kernel;System calls;API evolution;Software evolution,0,"M. Bagherzadeh (Queen's University Faculty of Health Sciences, Kingston, ON, CA); N. Kahani (Queen's University Faculty of Health Sciences, Kingston, ON, CA); C. -P. Bezemer (Queen's University Faculty of Health Sciences, Kingston, ON, CA); A. E. Hassan (Queen's University Faculty of Health Sciences, Kingston, ON, CA); J. Dingel (Queen's University Faculty of Health Sciences, Kingston, ON, CA); J. R. Cordy (Queen's University Faculty of Health Sciences, Kingston, ON, CA)"
100,To Distribute or Not to Distribute? Why Licensing Bugs Matter,2018,Software Licenses;Empirical Studies;Open Source Practices,3,"C. Vendome (Coll. of William & Mary Williamsburg, Williamsburg, VA, USA); D. German (University of Victoria, Victoria, BC, CA); M. Di Penta (Universita degli Studi del Sannio, Benevento, Campania, IT); G. Bavota (Universita della Svizzera Italiana, Lugano, TI, CH); M. Linares-VÃƒÂ¡squez (Universidad de los Andes, Bogota, CO); D. Poshyvanyk (Coll. of William & Mary Williamsburg, Williamsburg, VA, USA)"
101,Augusto: Exploiting Popular Functionalities for the Generation of Semantic GUI Tests with Oracles,2018,GUI testing;automatic test case generation;semantics;oracles,10,"L. Mariani (Universita degli Studi di Milano Bicocca, Italy); M. Pezze (University of Lugano); D. Zuddas (University of Lugano)"
102,Towards Optimal Concolic Testing,2018,Concolic Testing;Markov Chain;Test Case Generation,20,X. Wang (Zhejiang University); J. Sun (Singapore U. of Tech. and Design); Z. Chen (National U. of Defense Technology); P. Zhang (Zhejiang University); J. Wang (Singapore U. of Tech. and Design); Y. Lin (National University of Singapore)
103,DeepTest: Automated Testing of Deep-Neural-Network-Driven Autonomous Cars,2018,deep learning;testing;self-driving cars;deep neural networks;autonomous vehicle;neuron coverage,359,Y. Tian (University of Virginia); K. Pei (Columbia University); S. Jana (Columbia University); B. Ray (University of Virginia)
104,Precise Concolic Unit Testing of C Programs Using Extended Units and Symbolic Alarm Filtering,2018,automated unit testing;unit test driver/stub generation;dynamic symbolic execution;false alarm reduction,3,"Y. Kim (Korea Advanced Institute of Science and Technology, Daejeon, Daejeon, KR); Y. Choi (Kyungpook National University, Daegu, Daegu, KR); M. Kim (Korea Advanced Institute of Science and Technology, Daejeon, Daejeon, KR)"
105,Spatio-Temporal Context Reduction: A Pointer-Analysis-Based Static Approach for Detecting Use-After-Free Vulnerabilities,2018,use after free;program analysis;bug detection,18,"H. Yan (University of New South Wales, Sydney, NSW, AU); Y. Sui (University of Technology Sydney, Sydney, NSW, AU); S. Chen (Commonwealth Scientific and IndUSAtrial Research Organisation, Canberra, ACT, AU); J. Xue (University of New South Wales, Sydney, NSW, AU)"
